name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Chicago, IL, United States",2023-10-29,48,39.4,45.1,43.8,31.4,39.3,38.3,77.1,0.054,100,20.83,rain,0,0,27.1,16.7,346,1020.8,100,9.5,3.5,0.1,0,10,2023-10-29T07:19:07,2023-10-29T17:48:49,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-10-30,43,32.9,37.6,36.9,25.5,30.6,20.3,50.5,0,0,0,,0,0,25.2,16.6,308,1022.8,36.5,9.9,68.7,5.9,7,10,2023-10-30T07:20:20,2023-10-30T17:47:30,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-10-31,35.7,28.9,32.9,26.7,22.1,24.3,24.2,70.6,0.01,100,12.5,"rain,snow",0.3,0.1,37.4,21.8,273.3,1020.6,76.4,7.9,22.8,2,2,10,2023-10-31T07:21:33,2023-10-31T17:46:11,0.59,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-01,40.8,28.1,35.7,34.3,21.7,29.3,25.3,67,0,0,0,"rain,snow",0.2,0.5,25.1,12.3,254.8,1027.7,55.8,9.9,48,4.2,5,10,2023-11-01T07:22:46,2023-11-01T17:44:55,0.62,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-02,55.2,34.5,44.8,55.2,26.9,40.9,27.4,51.6,0,0,0,,0,0.2,31,17.3,206.6,1023.3,69.9,9.9,71.5,6.1,6,10,2023-11-02T07:23:59,2023-11-02T17:43:40,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E1098,72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-03,57.6,44.8,50.8,57.6,38.1,47.8,33.4,51.5,0.004,100,4.17,rain,0,0,29,16.6,212.9,1018,84.2,9.9,19.2,1.6,1,10,2023-11-03T07:25:13,2023-11-03T17:42:26,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-04,57.4,42.8,49.9,57.4,39.6,49,41.1,72.5,0.001,100,4.17,rain,0,0,21.5,10.2,8.1,1020.5,46.4,9.7,25,2.1,1,10,2023-11-04T07:26:26,2023-11-04T17:41:14,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-05,60.2,38.1,49.6,60.2,35.3,49.4,37.1,65.5,0,0,0,,0,0,24.4,11.6,204.1,1020.1,52.9,8,59.8,5.5,5,10,2023-11-05T06:27:40,2023-11-05T16:40:03,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-06,69.9,54.4,60.6,69.9,54.4,60.6,44,54.6,0,0,0,,0,0,33.1,19.4,228.3,1007.3,76.5,9.9,34,2.8,3,10,2023-11-06T06:28:54,2023-11-06T16:38:54,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-07,57.2,45.6,49.8,57.2,41.2,47,39.9,68.9,0,0,0,,0,0,22.1,14.3,38.9,1015.1,75.7,9.9,28.2,2.5,1,10,2023-11-07T06:30:08,2023-11-07T16:37:46,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-08,58.3,47.7,51.9,58.3,42.6,50.8,45.6,79.2,0.037,100,20.83,rain,0,0,30.6,14,80.6,1008.2,99.7,9,8.1,0.7,1,10,2023-11-08T06:31:22,2023-11-08T16:36:40,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E1098,72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-09,56.6,41.6,49.1,56.6,36.8,46.2,32.3,55.3,0,0,0,,0,0,36.5,22.1,276.8,1017.3,39.6,9.9,85.4,7.5,5,10,2023-11-09T06:32:37,2023-11-09T16:35:36,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-10,46.9,35.7,42,42.3,31.9,37.1,28.7,59.4,0,0,0,,0,0,24.2,14.4,285.1,1023.5,50.8,9.9,40.2,3.6,5,10,2023-11-10T06:33:51,2023-11-10T16:34:34,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-11,50.8,31.1,42.1,50.8,29,40.7,29.6,62.6,0,0,0,,0,0,16.1,7.5,208.5,1030.6,38.8,9.9,54,4.6,5,10,2023-11-11T06:35:05,2023-11-11T16:33:33,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-12,57.4,42.8,49.1,57.4,37.5,46.3,29.5,47.3,0,0,0,,0,0,26,15.5,188.3,1027.4,45,9.9,59.5,5.3,5,10,2023-11-12T06:36:19,2023-11-12T16:32:34,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-13,62.6,40.4,50.7,62.6,35.3,48.7,27.5,43.4,0,0,0,,0,0,23,15.3,278.3,1027.1,0.3,9.9,62.3,5.5,5,10,2023-11-13T06:37:33,2023-11-13T16:31:37,0,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-14,61.6,35.5,48.7,61.6,32.4,48.1,25.2,42.7,0,0,0,,0,0,24.4,15.3,193.6,1027,18.9,9.9,53.3,4.6,5,10,2023-11-14T06:38:47,2023-11-14T16:30:42,0.05,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-15,65.3,43.8,53,65.3,38.1,51.3,33.1,47.2,0,0,0,,0,0,25.3,12.2,221.6,1021.6,32,9.9,50.3,4.2,4,10,2023-11-15T06:40:00,2023-11-15T16:29:49,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-16,66.5,46.3,56.8,66.5,42.8,55.8,42.4,59.2,0,0,0,,0,0,34.6,19.6,204.3,1015.4,64.1,9.9,40.6,3.5,3,10,2023-11-16T06:41:14,2023-11-16T16:28:58,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-17,62.2,37,49.9,62.2,35.4,47.9,37.6,62.7,0.003,100,4.17,rain,0,0,30,16.7,349.1,1013.4,54,9.9,56.7,5,5,10,2023-11-17T06:42:27,2023-11-17T16:28:08,0.16,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-18,53.2,32.3,42.3,53.2,28.1,39.8,22.8,48,0,0,0,,0,0,23,15.3,241.7,1017.4,5.5,9.9,67,5.7,4,10,2023-11-18T06:43:39,2023-11-18T16:27:21,0.19,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-19,53.9,36.1,45.5,53.9,36.1,43.8,33.4,62.9,0,0,0,,0,0,19,10.4,58.3,1017.9,39.5,9.8,54.8,4.7,4,10,2023-11-19T06:44:52,2023-11-19T16:26:36,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-20,48.9,43.1,46.4,44.3,37.2,40.7,34.3,63,0.113,100,25,rain,0,0,27.4,19.2,93.5,1020.3,92.5,9.7,35.3,3.1,4,10,2023-11-20T06:46:04,2023-11-20T16:25:53,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-21,45.1,37.6,42.3,41.6,33,36.8,37.5,83.2,0.689,100,45.83,rain,0,0,30.2,16.5,341.1,1012.2,92.2,8.3,12,1,1,10,2023-11-21T06:47:15,2023-11-21T16:25:12,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-22,46.5,34.1,39.6,41.3,30.3,34.6,32.7,76.8,0,0,0,,0,0,23,15.5,249.1,1015.9,49.3,9.9,47.8,4.2,5,10,2023-11-22T06:48:26,2023-11-22T16:24:33,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-23,47.6,34.1,39.4,42.7,26.7,33.3,29,67.2,0,0,0,,0,0,24.4,12.9,327.7,1017.8,44.2,9.9,51,4.5,5,10,2023-11-23T06:49:37,2023-11-23T16:23:56,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-24,35.3,27.9,31.6,27.3,16.8,22.4,18,56.8,0,0,0,,0,0,28,16.8,355,1031.6,83.8,9.9,39.3,3.4,3,10,2023-11-24T06:50:47,2023-11-24T16:23:21,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-25,38.4,28.1,32.5,38.4,20.6,29.3,17,52.8,0,0,0,,0,0,15.7,7.4,171.1,1027.1,74.3,9.9,48.4,4.1,2,10,2023-11-25T06:51:56,2023-11-25T16:22:49,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-26,33.8,28.8,32.1,32.9,17.5,27.1,26,78.7,0.091,100,41.67,"rain,snow",0.9,0.8,29.8,15.5,264.3,1012,95.9,6,8.1,0.7,0,10,2023-11-26T06:53:04,2023-11-26T16:22:18,0.48,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-27,29.5,18.8,24.5,19.5,5.8,12.6,13.8,63.3,0,0,0,"rain,snow",0.1,1,29.3,17.6,273.8,1017.3,80.7,9.8,27.5,2.4,1,10,2023-11-27T06:54:12,2023-11-27T16:21:51,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-28,25.1,15.6,19.5,16.8,1.9,7.6,7,58.1,0,0,0,,0,1.1,28.4,17.9,268.2,1024.4,54.5,9.9,51.3,4.3,4,10,2023-11-28T06:55:19,2023-11-28T16:21:25,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-29,41.5,20.6,31.6,34.7,9.5,23.3,20.8,64.4,0,0,0,,0,0.7,25.3,14,228.8,1014.3,28.6,9.9,65.7,5.7,4,10,2023-11-29T06:56:25,2023-11-29T16:21:01,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-11-30,53.5,32.1,43.9,53.5,25.4,40.4,33.7,67.8,0,0,0,,0,0.3,29.6,16,226.1,1010.5,76.2,9.9,51.8,4.5,4,10,2023-11-30T06:57:30,2023-11-30T16:20:40,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-01,45.3,41.9,43.6,44.1,37,39.8,40.5,88.9,0.694,100,75,rain,0,0,18.3,10.5,53.6,1010.5,100,4.8,5.9,0.5,0,10,2023-12-01T06:58:34,2023-12-01T16:20:22,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-02,43.6,40.3,42,43.4,35.3,38.3,37,82.4,0,0,0,,0,0.1,15.7,10.8,15.1,1014.8,99.6,9.6,6.8,0.6,0,10,2023-12-02T06:59:37,2023-12-02T16:20:05,0.67,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-03,40.6,38.3,39.6,40.3,31.1,34.7,35.6,85.7,0.217,100,45.83,rain,0,0,23,14.1,271.7,1008.6,100,8,11,1,1,10,2023-12-03T07:00:38,2023-12-03T16:19:51,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-04,41.1,34.5,38,37.5,28.7,33.4,29.7,72.3,0,0,0,,0,0,15.4,8.8,294.2,1015.5,96.5,9.9,22.4,1.8,1,10,2023-12-04T07:01:39,2023-12-04T16:19:40,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-05,41.9,33.4,37,36,26.7,31.1,32.1,82.5,0.08,100,33.33,"rain,snow",0.8,0.4,20.8,13,359.3,1018.4,91,7.1,14.5,1.3,1,10,2023-12-05T07:02:38,2023-12-05T16:19:30,0.77,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-06,40.3,32.4,36.4,31.7,25.9,29.2,27.7,70.4,0,0,0,,0,0.2,29,16.7,243.7,1023.6,87.6,9.9,28.5,2.4,2,10,2023-12-06T07:03:36,2023-12-06T16:19:23,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-07,51.8,36.8,44.6,51.8,30.8,39.8,34.4,67.5,0,0,0,,0,0,27.3,16.2,204.4,1011,43.2,9.9,45.9,4,3,10,2023-12-07T07:04:33,2023-12-07T16:19:19,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-08,56,46.1,51,56,39.9,48.5,41,68.5,0,0,0,,0,0,31.6,17.7,204.6,1006,55.5,9.9,41.4,3.6,2,10,2023-12-08T07:05:28,2023-12-08T16:19:17,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-09,55.4,36.7,47.7,55.4,26.5,42.9,38.6,71.5,0.155,100,25,rain,0,0,35.3,19.7,239.8,1007.4,88.4,9.1,28.2,2.3,2,10,2023-12-09T07:06:22,2023-12-09T16:19:17,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-10,35.6,31.2,34.2,28.7,24,26.1,25.3,69.5,0,0,0,,0,0,27.7,17.7,288.7,1017,100,9.9,8.7,0.8,0,10,2023-12-10T07:07:14,2023-12-10T16:19:20,0.93,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-11,36.4,28.8,32.4,29.8,21.7,25.5,22.4,66.2,0,0,0,,0,0,24.6,11.4,229.4,1021.8,58.4,9.9,36.7,3.2,3,10,2023-12-11T07:08:05,2023-12-11T16:19:25,0.96,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-12,38.3,28.7,34.1,30.8,22.6,26.6,22.2,62.4,0,0,0,,0,0,24.8,15.1,263.5,1027.7,27.6,9.9,33.8,2.9,2,10,2023-12-12T07:08:54,2023-12-12T16:19:32,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-13,41.9,23.7,32.6,36.4,20.2,28.6,14.4,49.5,0,0,0,,0,0,17.2,9.9,249.5,1038.8,37.4,9.9,39.3,3.3,2,10,2023-12-13T07:09:41,2023-12-13T16:19:42,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-14,51.2,31.5,40.3,51.2,25.7,36.1,24.7,54.4,0,0,0,,0,0,20.8,14.2,226.9,1037.5,10.1,9.9,32.4,2.8,2,10,2023-12-14T07:10:27,2023-12-14T16:19:54,0.06,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-15,53.3,35.9,44.5,53.3,31.5,41.9,28.1,54.3,0,0,0,,0,0,18.3,10.8,186.5,1030.7,64.5,9.9,32.5,2.8,2,10,2023-12-15T07:11:10,2023-12-15T16:20:09,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-16,47.1,42.1,44.3,43.3,36.2,39.7,35.3,72.6,0.447,100,54.17,rain,0,0,29.3,11.9,155,1019.5,97.2,8.8,6.8,0.5,0,10,2023-12-16T07:11:52,2023-12-16T16:20:26,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-17,44.6,36.9,42.3,42.8,28.5,36.5,38.1,85.3,0,0,0,,0,0,26.4,14.1,256.7,1011,99.6,8.6,8.3,0.8,1,10,2023-12-17T07:12:32,2023-12-17T16:20:45,0.17,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-18,36.8,22.3,30.5,28.8,12.2,19.3,17.3,58.3,0,0,0,,0,0,43.1,26.9,315.1,1014.1,70.5,9.7,33.3,3,3,10,2023-12-18T07:13:11,2023-12-18T16:21:06,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-19,33.8,18.6,26.4,24.1,10,17.7,14.2,60.1,0,0,0,,0,0,29.8,14.4,217.2,1025.4,54.5,9.9,30.3,2.8,2,10,2023-12-19T07:13:47,2023-12-19T16:21:30,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-20,43.4,31.3,36.9,43.4,24.8,32.2,23.6,59.1,0,0,0,,0,0,20.8,10.8,177.9,1026.9,67.6,9.9,26.8,2.4,2,10,2023-12-20T07:14:21,2023-12-20T16:21:56,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-21,48,35.6,42.4,45.9,32.8,39.8,32.4,68.5,0.003,100,4.17,rain,0,0,11,6.3,110.6,1027.2,96.6,9.9,15.3,1.2,1,10,2023-12-21T07:14:53,2023-12-21T16:22:24,0.31,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-22,46.2,43.7,44.7,43.6,40.1,41.5,39.6,82.4,0.45,100,54.17,rain,0,0,13.4,8.5,165.2,1021.7,100,7.4,5.6,0.6,0,10,2023-12-22T07:15:23,2023-12-22T16:22:55,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-23,49.8,44.1,46.5,49.8,42.9,45.6,44.7,93.5,0,0,0,,0,0,11.6,5.7,107,1020.7,100,2.2,10.5,0.9,0,10,2023-12-23T07:15:51,2023-12-23T16:23:27,0.38,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-24,55.8,49.6,51.9,55.8,46.5,51.5,48.9,89.6,0,0,0,,0,0,23.7,11.5,153,1020.6,93,4.9,19,1.6,1,10,2023-12-24T07:16:16,2023-12-24T16:24:02,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-25,59.5,50.8,54.6,59.5,50.8,54.6,48.5,80.4,0.328,100,37.5,rain,0,0,31.1,16.7,128.3,1012.9,93.2,8.5,21.5,1.8,2,10,2023-12-25T07:16:40,2023-12-25T16:24:38,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-26,51.8,34.9,40.9,51.8,33,36.8,35.8,82.3,0.012,100,12.5,rain,0,0,28.9,12.8,223,1014.7,81.5,9.1,16.3,1.3,1,10,2023-12-26T07:17:01,2023-12-26T16:25:17,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-27,43.4,31.3,38.2,37,29.1,33.1,31.5,76.9,0,0,0,,0,0,26.4,16,37.8,1016,76.5,9.9,22.1,1.8,1,10,2023-12-27T07:17:20,2023-12-27T16:25:58,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-28,42.8,37.3,40,37.5,30.1,33.4,35.7,84.7,0.119,100,50,rain,0,0.2,26.8,13.7,347.6,1009.7,99.5,6.2,11,1,1,10,2023-12-28T07:17:37,2023-12-28T16:26:41,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-29,42.8,32.3,39.6,37.1,28.2,33.2,36.7,89.2,0.106,100,33.33,rain,0,0,24.8,13.7,349.4,1009.9,94.1,5.9,8.1,0.8,0,10,2023-12-29T07:17:51,2023-12-29T16:27:25,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-30,37.5,28.2,33.1,33.5,21.4,26.9,29.6,86.8,0,0,0,,0,0,20.8,11.9,230.8,1011.6,66.6,8.3,27.1,2.2,1,10,2023-12-30T07:18:03,2023-12-30T16:28:12,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-12-31,37.3,32,34.1,32.1,23.4,26.2,28.7,80.5,0.023,100,20.83,"rain,snow",0.2,0.3,31.5,16.8,299,1014.3,99.9,7.8,12.5,1.1,1,10,2023-12-31T07:18:13,2023-12-31T16:29:00,0.65,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-01-01,33.4,28.3,31.6,25.6,17.1,22.6,23.2,71.1,0,0,0,"rain,snow",0,0,26.6,16.2,307.6,1025.6,100,9.7,16.1,1.2,1,10,2024-01-01T07:18:21,2024-01-01T16:29:50,0.69,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-01-02,39.2,27.4,32.8,30.9,16.5,23.3,25.1,73.4,0,0,0,,0,0,29.2,18.8,246.5,1021.8,84.3,9.7,27.8,2.4,1,10,2024-01-02T07:18:26,2024-01-02T16:30:42,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-01-03,36,31.6,34.1,30.6,25.1,27.8,26.8,74.7,0,0,0,,0,0,17.9,11.3,306.2,1019.2,99.2,8.7,7.9,0.7,1,10,2024-01-03T07:18:29,2024-01-03T16:31:35,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-01-04,37,28,32.8,37,20.4,27.8,19.7,58.6,0,0,0,,0,0,16.8,11,324.8,1027,65.7,9.9,40.3,3.4,3,10,2024-01-04T07:18:29,2024-01-04T16:32:31,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-01-05,37.1,27.8,32.5,32.2,22.2,27.2,22.5,66.6,0,0,0,,0,0,15,10.1,160.5,1023,83.4,9.9,31,2.6,2,10,2024-01-05T07:18:28,2024-01-05T16:33:27,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-01-06,34.5,31.7,32.9,34.5,24.5,28.7,29.9,88.5,0.125,100,62.5,"rain,snow",1.2,0.2,18.3,9.2,147.5,1009,100,2.3,7,0.6,1,10,2024-01-06T07:18:23,2024-01-06T16:34:25,0.85,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
